gene,logFC_limma,p_limma,FDR_limma,logFC_edgeR,p_edgeR,FDR_edgeR,agree_dir,mean_logFC,p_fisher,FDR_fisher
ENSG00000165949,4.6145570848485775,3.1996013733954397e-4,0.8342240391120234,4.290016014610239,4.429499908918595e-6,0.014811140320446553,TRUE,4.452286549729408,3.0293350394181775e-8,4.285499302430249e-5
ENSG00000266412,-1.3125342611985888,3.890705483561648e-4,0.8342240391120234,-1.1513806790031462,0.11078317816741005,0.9999988525496899,TRUE,-1.2319574701008675,4.7636551109119906e-4,0.0842373012112937
ENSG00000197632,-1.8043652036137297,4.321307750335547e-4,0.8342240391120234,-1.675568731460882,0.0064254184270179995,0.9999988525496899,TRUE,-1.7399669675373057,3.830147654222735e-5,0.014777406040473897
ENSG00000138674,-1.1482536156450416,0.001045476929902048,0.8342240391120234,-0.9757972227676551,0.27829989052447923,0.9999988525496899,TRUE,-1.0620254192063483,0.002660019179542636,0.14809218929032977
ENSG00000068079,1.9402307707588828,0.0013875207929918275,0.8342240391120234,1.9315190420965311,0.0016135104147124181,0.9999988525496899,TRUE,1.935874906427707,3.136435660008813e-5,0.0133110329410774
ENSG00000146433,-2.09352288645786,0.0016268669756402104,0.8342240391120234,-1.7591189612521356,0.011574471230346516,0.9999988525496899,TRUE,-1.9263209238549979,2.2370287508701112e-4,0.05914944525596474
ENSG00000142089,1.1593803294025473,0.0018095728646058025,0.8342240391120234,1.2639484554368052,0.037484309649454144,0.9999988525496899,TRUE,1.2116643924196762,7.189023200091794e-4,0.10170071487063191
ENSG00000169245,7.674655885674877,0.001973751348171241,0.8342240391120234,8.35566351706058,1.2900939082469594e-8,1.725500602280308e-4,TRUE,8.015159701367729,6.466081929876489e-10,2.744205171039582e-6
ENSG00000126709,3.5039316108404375,0.0020411434946476007,0.8342240391120234,3.25139299870067,0.004058290367585748,0.9999988525496899,TRUE,3.3776623047705536,1.0521138270764972e-4,0.03189407915794753
ENSG00000134321,3.9822552998000114,0.0022710872984993318,0.8342240391120234,3.3102333991908623,0.017598459277528507,0.9999988525496899,TRUE,3.646244349495437,4.447375063226667e-4,0.0842373012112937
ENSG00000185745,4.976994353210219,0.0024427628207750463,0.8342240391120234,4.404090679408748,0.031918975313280494,0.9999988525496899,TRUE,4.690542516309483,8.155073640124819e-4,0.11059181183856416
ENSG00000183486,4.362118221482904,0.0025178177681829863,0.8342240391120234,4.514854787322954,2.7592954609337466e-5,0.07381115357997772,TRUE,4.438486504402929,1.2145667484976997e-6,0.0010309242561248474
ENSG00000185885,2.173705009019842,0.0028657271137324525,0.8342240391120234,2.2327458721043674,2.579382576894352e-4,0.49284631379945654,TRUE,2.203225440562105,1.117472880198936e-5,0.007904258172607141
ENSG00000137959,4.05475521010882,0.0029700209854179637,0.8342240391120234,3.9392239398587225,3.1768100922395054e-4,0.5311229372962923,TRUE,3.9969895749837714,1.4033574410020482e-5,0.007983990129285889
ENSG00000169248,6.646544094175775,0.0030143127776367123,0.8342240391120234,6.903595932101482,1.2737968071486695e-7,8.518516147806727e-4,TRUE,6.775070013138629,8.708445830593815e-9,1.8479322052520076e-5
